team_a,team_b,goals_a,goals_b,outcome,rating_a,rating_b,prob_a_win,prob_draw,prob_b_win,neutral,stage,year
Senegal,Canada,0,0,draw,1610,1560,0.4115,0.28,0.3085,True,round_of_16,2020
Australia,Netherlands,2,3,away_win,1580,1750,0.1967,0.28,0.5233,True,friendly,2018
Morocco,Uruguay,0,3,away_win,1650,1680,0.329,0.28,0.391,True,semi,2015
Uruguay,Wales,2,1,home_win,1680,1610,0.4316,0.28,0.2884,True,group,2015
South Korea,Senegal,1,2,away_win,1590,1610,0.3393,0.28,0.3807,True,quarter,2012
Switzerland,Uruguay,0,0,draw,1660,1680,0.3393,0.28,0.3807,True,group,2020
Brazil,South Korea,2,0,home_win,1920,1590,0.6263,0.28,0.0937,False,group,2016
Senegal,Brazil,2,3,away_win,1610,1820,0.1655,0.28,0.5545,True,friendly,2014
Germany,USA,3,2,home_win,1780,1620,0.515,0.28,0.205,True,group,2025
Netherlands,Iran,1,0,home_win,1750,1530,0.5617,0.28,0.1583,True,quarter,2012
South Korea,USA,2,3,away_win,1590,1620,0.329,0.28,0.391,True,group,2011
Serbia,Netherlands,4,4,draw,1695,1750,0.3035,0.28,0.4165,False,friendly,2017
Poland,Cameroon,2,3,away_win,1600,1560,0.4013,0.28,0.3187,True,friendly,2024
Netherlands,Argentina,1,0,home_win,1750,1850,0.2592,0.28,0.4608,True,quarter,2022
Croatia,Senegal,1,2,away_win,1700,1610,0.4512,0.28,0.2688,True,friendly,2011
Poland,Germany,0,1,away_win,1600,1780,0.1886,0.28,0.5314,True,round_of_16,2016
Croatia,Iran,1,0,home_win,1700,1530,0.5233,0.28,0.1967,True,group,2024
Denmark,France,1,2,away_win,1670,1840,0.1967,0.28,0.5233,True,friendly,2022
USA,Ecuador,2,2,draw,1620,1570,0.4115,0.28,0.3085,True,group,2016
Senegal,Saudi Arabia,1,1,draw,1610,1520,0.4512,0.28,0.2688,True,group,2014
Belgium,Brazil,2,1,home_win,1820,1820,0.36,0.28,0.36,False,friendly,2025
France,Mexico,0,1,away_win,1840,1630,0.5545,0.28,0.1655,True,friendly,2014
Serbia,Mexico,2,0,home_win,1595,1630,0.3239,0.28,0.3961,True,friendly,2024
Australia,Germany,1,2,away_win,1580,1780,0.173,0.28,0.547,True,group,2014
Tunisia,Japan,1,1,draw,1540,1640,0.2592,0.28,0.4608,True,group,2011
Iran,Denmark,1,2,away_win,1530,1670,0.2223,0.28,0.4977,True,group,2010
Netherlands,USA,3,2,home_win,1750,1620,0.4887,0.28,0.2313,True,friendly,2023
Uruguay,Netherlands,2,2,draw,1680,1750,0.2884,0.28,0.4316,True,group,2017
Iran,Brazil,0,1,away_win,1630,1820,0.1807,0.28,0.5393,False,quarter,2023
Cameroon,England,3,2,home_win,1660,1790,0.2313,0.28,0.4887,False,friendly,2024
Denmark,Senegal,2,1,home_win,1670,1610,0.4216,0.28,0.2984,True,group,2022
Australia,Morocco,1,1,draw,1580,1650,0.2884,0.28,0.4316,True,friendly,2010
Canada,Germany,6,5,home_win,1560,1780,0.1583,0.28,0.5617,True,quarter,2017
Italy,South Korea,4,4,draw,1710,1590,0.4796,0.28,0.2404,True,friendly,2023
Mexico,Morocco,4,3,home_win,1630,1650,0.3393,0.28,0.3807,True,group,2014
Ghana,Senegal,1,1,draw,1550,1610,0.2984,0.28,0.4216,True,group,2023
Wales,Poland,2,0,home_win,1710,1600,0.4703,0.28,0.2497,False,friendly,2017
Germany,Italy,0,2,away_win,1880,1710,0.5233,0.28,0.1967,False,semi,2019
Brazil,Croatia,3,2,home_win,1920,1700,0.5617,0.28,0.1583,False,friendly,2011
Canada,Saudi Arabia,3,3,draw,1560,1520,0.4013,0.28,0.3187,True,friendly,2020
Japan,France,1,1,draw,1640,1840,0.173,0.28,0.547,True,friendly,2023
Germany,Costa Rica,1,0,home_win,1880,1510,0.6435,0.28,0.0765,False,quarter,2021
Portugal,South Korea,3,0,home_win,1860,1590,0.5944,0.28,0.1256,False,group,2017
Wales,Senegal,3,2,home_win,1610,1610,0.36,0.28,0.36,True,friendly,2022
Poland,Serbia,4,5,away_win,1600,1595,0.3652,0.28,0.3548,True,group,2011
Argentina,Saudi Arabia,5,4,home_win,1850,1520,0.6263,0.28,0.0937,True,round_of_16,2016
Denmark,Netherlands,2,1,home_win,1770,1750,0.3807,0.28,0.3393,False,round_of_16,2013
Portugal,Switzerland,4,1,home_win,1860,1660,0.547,0.28,0.173,False,round_of_16,2018
Australia,Uruguay,4,7,away_win,1580,1680,0.2592,0.28,0.4608,True,friendly,2024
Netherlands,Tunisia,0,0,draw,1850,1540,0.6165,0.28,0.1035,False,friendly,2012
Netherlands,Argentina,2,2,draw,1850,1850,0.36,0.28,0.36,False,group,2015
Portugal,South Korea,0,2,away_win,1760,1590,0.5233,0.28,0.1967,True,round_of_16,2011
Brazil,Saudi Arabia,1,1,draw,1820,1520,0.6113,0.28,0.1087,True,friendly,2013
Iran,Qatar,1,1,draw,1630,1490,0.4977,0.28,0.2223,False,round_of_16,2010
England,Croatia,1,0,home_win,1790,1700,0.4512,0.28,0.2688,True,final,2010
Belgium,Canada,3,3,draw,1820,1560,0.5883,0.28,0.1317,False,group,2018
Japan,Iran,1,1,draw,1740,1530,0.5545,0.28,0.1655,False,friendly,2016
Morocco,Serbia,1,2,away_win,1650,1595,0.4165,0.28,0.3035,True,quarter,2016
Qatar,Croatia,1,1,draw,1490,1700,0.1655,0.28,0.5545,True,group,2022
Morocco,Australia,2,1,home_win,1650,1580,0.4316,0.28,0.2884,True,friendly,2024
France,Tunisia,1,1,draw,1940,1540,0.6545,0.28,0.0655,False,group,2014
Japan,Costa Rica,1,1,draw,1640,1510,0.4887,0.28,0.2313,True,semi,2010
Denmark,Australia,1,3,away_win,1670,1580,0.4512,0.28,0.2688,True,friendly,2025
Cameroon,France,3,4,away_win,1660,1840,0.1886,0.28,0.5314,False,round_of_16,2015
Saudi Arabia,Wales,5,4,home_win,1520,1610,0.2688,0.28,0.4512,True,group,2017
Qatar,Canada,2,2,draw,1590,1560,0.391,0.28,0.329,False,round_of_16,2018
Uruguay,Belgium,3,4,away_win,1780,1720,0.4216,0.28,0.2984,False,round_of_16,2012
Denmark,USA,2,1,home_win,1670,1620,0.4115,0.28,0.3085,True,friendly,2010
France,Switzerland,5,4,home_win,1940,1660,0.6002,0.28,0.1198,False,group,2018
Spain,Japan,1,0,home_win,1800,1640,0.515,0.28,0.205,True,final,2018
Argentina,Ghana,1,0,home_win,1850,1550,0.6113,0.28,0.1087,True,friendly,2010
Germany,Italy,3,3,draw,1780,1710,0.4316,0.28,0.2884,True,friendly,2015
Canada,Morocco,0,1,away_win,1560,1650,0.2688,0.28,0.4512,True,quarter,2014
Brazil,Australia,2,1,home_win,1920,1580,0.6309,0.28,0.0891,False,friendly,2022
England,Croatia,3,1,home_win,1790,1700,0.4512,0.28,0.2688,True,round_of_16,2021
Morocco,USA,0,4,away_win,1650,1620,0.391,0.28,0.329,True,friendly,2014
France,Ghana,3,2,home_win,1840,1550,0.6059,0.28,0.1141,True,group,2021
Poland,Japan,1,2,away_win,1600,1640,0.3187,0.28,0.4013,True,friendly,2021
USA,Netherlands,2,3,away_win,1620,1750,0.2313,0.28,0.4887,True,group,2025
Tunisia,Canada,2,1,home_win,1540,1560,0.3393,0.28,0.3807,True,friendly,2023
England,Italy,4,3,home_win,1790,1710,0.4415,0.28,0.2785,True,friendly,2010
France,Brazil,2,2,draw,1940,1820,0.4796,0.28,0.2404,False,round_of_16,2010
England,South Korea,0,1,away_win,1790,1590,0.547,0.28,0.173,True,group,2012
Spain,Tunisia,3,2,home_win,1900,1540,0.6395,0.28,0.0805,False,group,2011
Serbia,Portugal,2,1,home_win,1695,1760,0.2934,0.28,0.4266,False,semi,2016
Croatia,Japan,1,2,away_win,1700,1640,0.4216,0.28,0.2984,True,quarter,2010
Brazil,Cameroon,2,1,home_win,1820,1560,0.5883,0.28,0.1317,True,group,2018
Poland,Morocco,0,1,away_win,1600,1650,0.3085,0.28,0.4115,True,quarter,2021
Ghana,Netherlands,3,4,away_win,1550,1750,0.173,0.28,0.547,True,semi,2021
Argentina,Ghana,1,1,draw,1850,1550,0.6113,0.28,0.1087,True,round_of_16,2012
Denmark,Germany,1,0,home_win,1670,1780,0.2497,0.28,0.4703,True,quarter,2011
Japan,South Korea,5,0,home_win,1740,1590,0.5064,0.28,0.2136,False,group,2020
Portugal,Qatar,3,2,home_win,1760,1490,0.5944,0.28,0.1256,True,friendly,2019
Senegal,Australia,1,1,draw,1610,1580,0.391,0.28,0.329,True,group,2013
Poland,Belgium,0,2,away_win,1600,1720,0.2404,0.28,0.4796,True,friendly,2010
Morocco,Netherlands,5,4,home_win,1650,1750,0.2592,0.28,0.4608,True,final,2012
Costa Rica,South Korea,3,1,home_win,1610,1590,0.3807,0.28,0.3393,False,friendly,2018
Netherlands,Iran,2,1,home_win,1750,1530,0.5617,0.28,0.1583,True,friendly,2010
Italy,Portugal,2,0,home_win,1710,1760,0.3085,0.28,0.4115,True,friendly,2016
Italy,France,1,2,away_win,1710,1840,0.2313,0.28,0.4887,True,friendly,2023
Japan,Morocco,0,0,draw,1640,1650,0.3496,0.28,0.3704,True,semi,2011
Wales,Australia,1,0,home_win,1610,1580,0.391,0.28,0.329,True,group,2022
Ecuador,Tunisia,3,3,draw,1570,1540,0.391,0.28,0.329,True,quarter,2025
Croatia,France,0,0,draw,1700,1840,0.2223,0.28,0.4977,True,final,2025
England,Argentina,5,4,home_win,1790,1850,0.2984,0.28,0.4216,True,group,2017
Senegal,Wales,1,4,away_win,1610,1610,0.36,0.28,0.36,True,quarter,2010
Brazil,Cameroon,1,1,draw,1820,1560,0.5883,0.28,0.1317,True,group,2014
USA,South Korea,0,0,draw,1720,1590,0.4887,0.28,0.2313,False,quarter,2021
Canada,Brazil,3,4,away_win,1560,1820,0.1317,0.28,0.5883,True,friendly,2021
Switzerland,Iran,1,2,away_win,1660,1530,0.4887,0.28,0.2313,True,round_of_16,2014
Morocco,Costa Rica,1,2,away_win,1650,1510,0.4977,0.28,0.2223,True,friendly,2012
Brazil,Mexico,2,1,home_win,1920,1630,0.6059,0.28,0.1141,False,friendly,2015
Australia,Portugal,1,1,draw,1580,1760,0.1886,0.28,0.5314,True,group,2013
Wales,Canada,1,2,away_win,1710,1560,0.5064,0.28,0.2136,False,friendly,2023
Costa Rica,Senegal,1,2,away_win,1510,1610,0.2592,0.28,0.4608,True,group,2014
USA,Argentina,0,1,away_win,1620,1850,0.1513,0.28,0.5687,True,group,2012
Netherlands,South Korea,3,2,home_win,1850,1590,0.5883,0.28,0.1317,False,quarter,2013
Japan,Senegal,3,2,home_win,1740,1610,0.4887,0.28,0.2313,False,friendly,2022
Poland,France,3,3,draw,1700,1840,0.2223,0.28,0.4977,False,friendly,2016
Wales,Switzerland,2,1,home_win,1610,1660,0.3085,0.28,0.4115,True,friendly,2019
Spain,Ecuador,2,1,home_win,1900,1570,0.6263,0.28,0.0937,False,friendly,2013
Saudi Arabia,Denmark,1,2,away_win,1620,1670,0.3085,0.28,0.4115,False,group,2018
Germany,Denmark,1,2,away_win,1880,1670,0.5545,0.28,0.1655,False,group,2017
Ghana,Germany,1,1,draw,1550,1780,0.1513,0.28,0.5687,True,friendly,2021
Switzerland,Germany,3,2,home_win,1660,1780,0.2404,0.28,0.4796,True,final,2020
Australia,Ecuador,2,3,away_win,1580,1570,0.3704,0.28,0.3496,True,friendly,2016
Saudi Arabia,Cameroon,0,0,draw,1520,1560,0.3187,0.28,0.4013,True,group,2018
Switzerland,USA,2,2,draw,1660,1620,0.4013,0.28,0.3187,True,group,2023
Iran,Serbia,3,4,away_win,1530,1595,0.2934,0.28,0.4266,True,friendly,2017
Netherlands,Argentina,4,3,home_win,1850,1850,0.36,0.28,0.36,False,friendly,2016
Portugal,Japan,2,1,home_win,1760,1640,0.4796,0.28,0.2404,True,friendly,2021
Wales,Saudi Arabia,1,0,home_win,1710,1520,0.5393,0.28,0.1807,False,group,2019
Poland,Wales,0,0,draw,1600,1610,0.3496,0.28,0.3704,True,round_of_16,2012
France,Poland,0,0,draw,1840,1600,0.5755,0.28,0.1445,True,friendly,2022
Brazil,Senegal,2,2,draw,1920,1610,0.6165,0.28,0.1035,False,round_of_16,2014
Portugal,Belgium,2,2,draw,1760,1720,0.4013,0.28,0.3187,True,friendly,2025
France,Belgium,0,2,away_win,1840,1720,0.4796,0.28,0.2404,True,friendly,2024
Germany,Costa Rica,3,3,draw,1780,1510,0.5944,0.28,0.1256,True,semi,2014
Wales,Morocco,1,2,away_win,1610,1650,0.3187,0.28,0.4013,True,group,2017
USA,Ecuador,0,0,draw,1620,1570,0.4115,0.28,0.3085,True,group,2012
Netherlands,Croatia,3,4,away_win,1750,1700,0.4115,0.28,0.3085,True,friendly,2011
Denmark,Costa Rica,1,0,home_win,1770,1510,0.5883,0.28,0.1317,False,group,2015
Morocco,Croatia,1,1,draw,1650,1700,0.3085,0.28,0.4115,True,group,2017
Serbia,England,1,1,draw,1595,1790,0.1768,0.28,0.5432,True,round_of_16,2020
Ghana,Wales,0,1,away_win,1550,1610,0.2984,0.28,0.4216,True,friendly,2010
Wales,Iran,3,0,home_win,1710,1530,0.5314,0.28,0.1886,False,round_of_16,2014
Australia,Mexico,0,2,away_win,1680,1630,0.4115,0.28,0.3085,False,friendly,2015
Canada,South Korea,0,1,away_win,1560,1590,0.329,0.28,0.391,True,group,2019
Costa Rica,South Korea,2,3,away_win,1610,1590,0.3807,0.28,0.3393,False,round_of_16,2010
Qatar,Iran,3,2,home_win,1590,1530,0.4216,0.28,0.2984,False,friendly,2020
Uruguay,Australia,2,0,home_win,1680,1580,0.4608,0.28,0.2592,True,quarter,2025
Germany,Qatar,2,1,home_win,1880,1490,0.651,0.28,0.069,False,group,2018
Switzerland,Iran,2,2,draw,1660,1530,0.4887,0.28,0.2313,True,friendly,2013
Japan,France,1,2,away_win,1640,1840,0.173,0.28,0.547,True,group,2018
Brazil,Iran,3,3,draw,1820,1530,0.6059,0.28,0.1141,True,friendly,2017
France,Cameroon,3,2,home_win,1940,1560,0.6474,0.28,0.0726,False,group,2012
Senegal,Ghana,3,0,home_win,1710,1550,0.515,0.28,0.205,False,group,2025
Poland,South Korea,2,2,draw,1600,1590,0.3704,0.28,0.3496,True,group,2019
Qatar,Mexico,3,2,home_win,1490,1630,0.2223,0.28,0.4977,True,quarter,2016
England,Germany,1,2,away_win,1790,1780,0.3704,0.28,0.3496,True,group,2016
Saudi Arabia,Brazil,2,1,home_win,1520,1820,0.1087,0.28,0.6113,True,quarter,2015
Spain,Japan,3,4,away_win,1800,1640,0.515,0.28,0.205,True,round_of_16,2018
England,Brazil,2,3,away_win,1790,1820,0.329,0.28,0.391,True,group,2015
Morocco,Costa Rica,2,1,home_win,1650,1510,0.4977,0.28,0.2223,True,friendly,2021
USA,Uruguay,2,1,home_win,1620,1680,0.2984,0.28,0.4216,True,quarter,2022
Cameroon,Poland,1,2,away_win,1660,1600,0.4216,0.28,0.2984,False,friendly,2020
Wales,Switzerland,0,1,away_win,1610,1660,0.3085,0.28,0.4115,True,friendly,2022
Germany,Tunisia,2,2,draw,1780,1540,0.5755,0.28,0.1445,True,final,2010
Switzerland,Italy,1,1,draw,1760,1710,0.4115,0.28,0.3085,False,friendly,2023
Mexico,South Korea,0,1,away_win,1630,1590,0.4013,0.28,0.3187,True,friendly,2019
Saudi Arabia,Croatia,1,2,away_win,1520,1700,0.1886,0.28,0.5314,True,group,2010
Qatar,Italy,0,2,away_win,1590,1710,0.2404,0.28,0.4796,False,group,2023
Ghana,Iran,2,3,away_win,1550,1530,0.3807,0.28,0.3393,True,friendly,2010
Tunisia,Canada,2,1,home_win,1540,1560,0.3393,0.28,0.3807,True,round_of_16,2021
Poland,Australia,0,0,draw,1700,1580,0.4796,0.28,0.2404,False,friendly,2017
Saudi Arabia,Morocco,1,2,away_win,1520,1650,0.2313,0.28,0.4887,True,friendly,2018
Spain,Belgium,1,0,home_win,1800,1720,0.4415,0.28,0.2785,True,friendly,2018
Tunisia,Saudi Arabia,4,5,away_win,1540,1520,0.3807,0.28,0.3393,True,round_of_16,2014
South Korea,Mexico,1,2,away_win,1690,1630,0.4216,0.28,0.2984,False,friendly,2013
Australia,Croatia,3,4,away_win,1680,1700,0.3393,0.28,0.3807,False,friendly,2019
Costa Rica,Portugal,2,3,away_win,1510,1760,0.138,0.28,0.582,True,semi,2012
Iran,Netherlands,0,1,away_win,1530,1750,0.1583,0.28,0.5617,True,friendly,2016
Qatar,Spain,1,2,away_win,1590,1800,0.1655,0.28,0.5545,False,group,2019
Brazil,France,2,1,home_win,1820,1840,0.3393,0.28,0.3807,True,friendly,2020
Germany,Netherlands,1,0,home_win,1880,1750,0.4887,0.28,0.2313,False,friendly,2016
South Korea,Costa Rica,2,1,home_win,1590,1510,0.4415,0.28,0.2785,True,group,2023
Serbia,Cameroon,3,2,home_win,1595,1560,0.3961,0.28,0.3239,True,friendly,2011
Uruguay,Ghana,4,4,draw,1680,1550,0.4887,0.28,0.2313,True,friendly,2017
Wales,Canada,4,1,home_win,1710,1560,0.5064,0.28,0.2136,False,semi,2016
Italy,Qatar,1,1,draw,1710,1490,0.5617,0.28,0.1583,True,round_of_16,2010
Australia,Wales,1,2,away_win,1680,1610,0.4316,0.28,0.2884,False,group,2013
USA,Belgium,2,2,draw,1620,1720,0.2592,0.28,0.4608,True,friendly,2022
Spain,Costa Rica,1,1,draw,1800,1510,0.6059,0.28,0.1141,True,group,2021
Iran,Croatia,1,0,home_win,1630,1700,0.2884,0.28,0.4316,False,friendly,2025
Japan,Cameroon,0,1,away_win,1640,1560,0.4415,0.28,0.2785,True,friendly,2016
England,Germany,1,1,draw,1790,1780,0.3704,0.28,0.3496,True,group,2019
Brazil,Argentina,1,4,away_win,1820,1850,0.329,0.28,0.391,True,friendly,2011
Ghana,Germany,3,4,away_win,1550,1780,0.1513,0.28,0.5687,True,group,2013
Canada,Portugal,2,2,draw,1560,1760,0.173,0.28,0.547,True,quarter,2019
Iran,Uruguay,1,1,draw,1630,1680,0.3085,0.28,0.4115,False,friendly,2014
Saudi Arabia,Mexico,3,4,away_win,1520,1630,0.2497,0.28,0.4703,True,friendly,2011
Spain,Denmark,1,2,away_win,1800,1670,0.4887,0.28,0.2313,True,friendly,2024
England,USA,1,1,draw,1790,1620,0.5233,0.28,0.1967,True,friendly,2025
Italy,Netherlands,2,3,away_win,1710,1750,0.3187,0.28,0.4013,True,quarter,2012
Serbia,Italy,3,3,draw,1695,1710,0.3445,0.28,0.3755,False,quarter,2017
Wales,Brazil,3,4,away_win,1610,1820,0.1655,0.28,0.5545,True,group,2011
Portugal,Croatia,2,2,draw,1760,1700,0.4216,0.28,0.2984,True,round_of_16,2025
Japan,Iran,0,2,away_win,1740,1530,0.5545,0.28,0.1655,False,friendly,2020
Netherlands,Portugal,1,0,home_win,1850,1760,0.4512,0.28,0.2688,False,round_of_16,2016
Uruguay,Switzerland,1,1,draw,1680,1660,0.3807,0.28,0.3393,True,friendly,2021
Iran,Serbia,3,2,home_win,1630,1595,0.3961,0.28,0.3239,False,group,2014
South Korea,Poland,0,0,draw,1690,1600,0.4512,0.28,0.2688,False,group,2011
USA,Cameroon,1,3,away_win,1620,1560,0.4216,0.28,0.2984,True,friendly,2015
Ghana,Croatia,1,3,away_win,1550,1700,0.2136,0.28,0.5064,True,quarter,2020
Germany,Serbia,3,3,draw,1780,1595,0.5354,0.28,0.1846,True,friendly,2011
Brazil,Italy,1,0,home_win,1820,1710,0.4703,0.28,0.2497,True,round_of_16,2023
Argentina,Costa Rica,2,0,home_win,1850,1510,0.6309,0.28,0.0891,True,group,2020
Saudi Arabia,Italy,1,2,away_win,1520,1710,0.1807,0.28,0.5393,True,friendly,2018
Wales,Saudi Arabia,0,0,draw,1610,1520,0.4512,0.28,0.2688,True,group,2016
Ghana,Ecuador,2,2,draw,1550,1570,0.3393,0.28,0.3807,True,friendly,2022
Brazil,South Korea,1,1,draw,1920,1590,0.6263,0.28,0.0937,False,semi,2017
Cameroon,South Korea,0,0,draw,1660,1590,0.4316,0.28,0.2884,False,group,2023
Japan,USA,2,2,draw,1640,1620,0.3807,0.28,0.3393,True,quarter,2025
South Korea,Serbia,2,0,home_win,1690,1595,0.4561,0.28,0.2639,False,friendly,2013
Senegal,Japan,1,1,draw,1610,1640,0.329,0.28,0.391,True,friendly,2023
Japan,South Korea,2,0,home_win,1740,1590,0.5064,0.28,0.2136,False,group,2015
Netherlands,Spain,3,4,away_win,1850,1800,0.4115,0.28,0.3085,False,group,2017
Uruguay,Cameroon,1,3,away_win,1680,1560,0.4796,0.28,0.2404,True,quarter,2022
Costa Rica,Tunisia,4,5,away_win,1610,1540,0.4316,0.28,0.2884,False,semi,2020
Portugal,USA,2,1,home_win,1860,1620,0.5755,0.28,0.1445,False,quarter,2015
Brazil,Senegal,1,0,home_win,1920,1610,0.6165,0.28,0.1035,False,round_of_16,2014
Australia,Netherlands,3,2,home_win,1680,1750,0.2884,0.28,0.4316,False,semi,2017
Morocco,Serbia,1,1,draw,1650,1595,0.4165,0.28,0.3035,True,group,2014
Wales,Canada,2,3,away_win,1710,1560,0.5064,0.28,0.2136,False,friendly,2015
Belgium,England,2,3,away_win,1720,1790,0.2884,0.28,0.4316,True,friendly,2011
Belgium,Canada,1,1,draw,1720,1560,0.515,0.28,0.205,True,friendly,2025
Serbia,Canada,0,0,draw,1595,1560,0.3961,0.28,0.3239,True,friendly,2022
Netherlands,Senegal,2,1,home_win,1750,1610,0.4977,0.28,0.2223,True,group,2014
Denmark,Senegal,0,0,draw,1670,1610,0.4216,0.28,0.2984,True,group,2025
Qatar,Morocco,0,3,away_win,1490,1650,0.205,0.28,0.515,True,quarter,2019
Serbia,Croatia,5,4,home_win,1595,1700,0.2544,0.28,0.4656,True,quarter,2010
France,Iran,2,0,home_win,1840,1530,0.6165,0.28,0.1035,True,quarter,2016
Uruguay,Serbia,1,1,draw,1680,1595,0.4464,0.28,0.2736,True,friendly,2016
Costa Rica,USA,1,1,draw,1510,1620,0.2497,0.28,0.4703,True,group,2015
Argentina,Mexico,1,0,home_win,1850,1630,0.5617,0.28,0.1583,True,friendly,2025
Uruguay,Costa Rica,0,0,draw,1780,1510,0.5944,0.28,0.1256,False,friendly,2025
Ghana,Portugal,3,4,away_win,1550,1760,0.1655,0.28,0.5545,True,friendly,2019
Senegal,Serbia,2,0,home_win,1610,1595,0.3755,0.28,0.3445,True,quarter,2013
Qatar,USA,0,0,draw,1490,1620,0.2313,0.28,0.4887,True,friendly,2018
Switzerland,Spain,2,3,away_win,1760,1800,0.3187,0.28,0.4013,False,final,2018
Saudi Arabia,USA,2,1,home_win,1620,1620,0.36,0.28,0.36,False,friendly,2011
Italy,Switzerland,2,1,home_win,1710,1660,0.4115,0.28,0.3085,True,group,2021
Italy,Japan,0,5,away_win,1710,1640,0.4316,0.28,0.2884,True,friendly,2020
Canada,Saudi Arabia,0,2,away_win,1660,1520,0.4977,0.28,0.2223,False,friendly,2012
France,Japan,1,1,draw,1840,1640,0.547,0.28,0.173,True,friendly,2015
Switzerland,Belgium,3,4,away_win,1760,1720,0.4013,0.28,0.3187,False,friendly,2017
Denmark,Costa Rica,0,0,draw,1670,1510,0.515,0.28,0.205,True,friendly,2017
Ghana,Costa Rica,0,2,away_win,1650,1510,0.4977,0.28,0.2223,False,quarter,2023
Croatia,Argentina,0,0,draw,1700,1850,0.2136,0.28,0.5064,True,friendly,2022
Croatia,England,3,3,draw,1700,1790,0.2688,0.28,0.4512,True,group,2022
Croatia,Ecuador,5,1,home_win,1800,1570,0.5687,0.28,0.1513,False,semi,2012
Serbia,England,1,3,away_win,1595,1790,0.1768,0.28,0.5432,True,group,2017
Cameroon,Ghana,0,2,away_win,1560,1550,0.3704,0.28,0.3496,True,friendly,2024
Germany,Tunisia,2,1,home_win,1780,1540,0.5755,0.28,0.1445,True,friendly,2016
Denmark,Italy,6,5,home_win,1670,1710,0.3187,0.28,0.4013,True,round_of_16,2011
South Korea,USA,3,2,home_win,1590,1620,0.329,0.28,0.391,True,semi,2012
Denmark,Morocco,4,5,away_win,1770,1650,0.4796,0.28,0.2404,False,group,2013
Netherlands,Australia,3,2,home_win,1750,1580,0.5233,0.28,0.1967,True,quarter,2013
Australia,Japan,0,0,draw,1580,1640,0.2984,0.28,0.4216,True,friendly,2012
Mexico,Qatar,1,1,draw,1630,1490,0.4977,0.28,0.2223,True,friendly,2021
Serbia,Spain,3,4,away_win,1595,1800,0.1692,0.28,0.5508,True,round_of_16,2010
Ghana,Serbia,2,3,away_win,1650,1595,0.4165,0.28,0.3035,False,group,2024
Ecuador,Spain,0,0,draw,1570,1800,0.1513,0.28,0.5687,True,friendly,2020
Portugal,Croatia,2,2,draw,1760,1700,0.4216,0.28,0.2984,True,friendly,2020
France,USA,0,0,draw,1940,1620,0.6215,0.28,0.0985,False,round_of_16,2018
Uruguay,Tunisia,1,2,away_win,1780,1540,0.5755,0.28,0.1445,False,semi,2021
Wales,Qatar,2,1,home_win,1710,1490,0.5617,0.28,0.1583,False,group,2024
Cameroon,USA,4,3,home_win,1560,1620,0.2984,0.28,0.4216,True,friendly,2015
Poland,Cameroon,1,2,away_win,1600,1560,0.4013,0.28,0.3187,True,friendly,2021
Belgium,Ghana,1,2,away_win,1720,1550,0.5233,0.28,0.1967,True,friendly,2023
Uruguay,USA,3,3,draw,1680,1620,0.4216,0.28,0.2984,True,friendly,2010
Switzerland,Iran,0,0,draw,1660,1530,0.4887,0.28,0.2313,True,friendly,2018
Brazil,Italy,1,0,home_win,1820,1710,0.4703,0.28,0.2497,True,quarter,2024
Mexico,Brazil,3,2,home_win,1730,1820,0.2688,0.28,0.4512,False,quarter,2014
England,Canada,2,3,away_win,1790,1560,0.5687,0.28,0.1513,True,friendly,2012
Argentina,Morocco,1,0,home_win,1850,1650,0.547,0.28,0.173,True,group,2013
Canada,Belgium,1,2,away_win,1560,1720,0.205,0.28,0.515,True,group,2014
Netherlands,Ghana,1,1,draw,1850,1550,0.6113,0.28,0.1087,False,quarter,2025
France,Italy,5,1,home_win,1940,1710,0.5687,0.28,0.1513,False,round_of_16,2020
Uruguay,Iran,5,2,home_win,1680,1530,0.5064,0.28,0.2136,True,friendly,2011
Cameroon,Australia,3,2,home_win,1560,1580,0.3393,0.28,0.3807,True,friendly,2020
Mexico,Poland,2,3,away_win,1630,1600,0.391,0.28,0.329,True,group,2021
Poland,Spain,0,2,away_win,1600,1800,0.173,0.28,0.547,True,quarter,2019
Uruguay,Croatia,0,0,draw,1780,1700,0.4415,0.28,0.2785,False,group,2010
Senegal,Germany,4,3,home_win,1610,1780,0.1967,0.28,0.5233,True,friendly,2013
Switzerland,Tunisia,3,2,home_win,1660,1540,0.4796,0.28,0.2404,True,group,2017
Brazil,Mexico,0,3,away_win,1820,1630,0.5393,0.28,0.1807,True,friendly,2020
Morocco,Cameroon,5,0,home_win,1650,1560,0.4512,0.28,0.2688,True,semi,2024
USA,Poland,2,1,home_win,1620,1600,0.3807,0.28,0.3393,True,friendly,2020
Tunisia,Costa Rica,0,0,draw,1540,1510,0.391,0.28,0.329,True,group,2010
Mexico,Croatia,4,3,home_win,1730,1700,0.391,0.28,0.329,False,friendly,2025
Belgium,Australia,1,2,away_win,1720,1580,0.4977,0.28,0.2223,True,friendly,2011
USA,Cameroon,2,1,home_win,1620,1560,0.4216,0.28,0.2984,True,group,2018
Argentina,Australia,0,0,draw,1950,1580,0.6435,0.28,0.0765,False,friendly,2011
Mexico,Belgium,1,2,away_win,1630,1720,0.2688,0.28,0.4512,True,friendly,2015
